image_base,x,y,rgb_tile,label_tile,dtm_tile,positive_fraction,positive_count
64953,1024,1536,64953_x01024_y01536.png,64953_x01024_y01536.png,64953_x01024_y01536.tif,0.0,0
64953,1536,1536,64953_x01536_y01536.png,64953_x01536_y01536.png,64953_x01536_y01536.tif,0.0,0
64953,2048,1536,64953_x02048_y01536.png,64953_x02048_y01536.png,64953_x02048_y01536.tif,0.0,0
64953,2560,1536,64953_x02560_y01536.png,64953_x02560_y01536.png,64953_x02560_y01536.tif,0.0,0
64953,3072,1536,64953_x03072_y01536.png,64953_x03072_y01536.png,64953_x03072_y01536.tif,0.0,0
64953,3584,1536,64953_x03584_y01536.png,64953_x03584_y01536.png,64953_x03584_y01536.tif,0.0,0
64953,4096,1536,64953_x04096_y01536.png,64953_x04096_y01536.png,64953_x04096_y01536.tif,0.0,0
64953,0,2048,64953_x00000_y02048.png,64953_x00000_y02048.png,64953_x00000_y02048.tif,0.0,0
64953,512,2048,64953_x00512_y02048.png,64953_x00512_y02048.png,64953_x00512_y02048.tif,0.0,0
64953,1024,2048,64953_x01024_y02048.png,64953_x01024_y02048.png,64953_x01024_y02048.tif,0.0,0
64953,1536,2048,64953_x01536_y02048.png,64953_x01536_y02048.png,64953_x01536_y02048.tif,0.0,0
64953,2048,2048,64953_x02048_y02048.png,64953_x02048_y02048.png,64953_x02048_y02048.tif,0.0,0
64953,2560,2048,64953_x02560_y02048.png,64953_x02560_y02048.png,64953_x02560_y02048.tif,0.0,0
64953,3072,2048,64953_x03072_y02048.png,64953_x03072_y02048.png,64953_x03072_y02048.tif,0.0,0
64953,3584,2048,64953_x03584_y02048.png,64953_x03584_y02048.png,64953_x03584_y02048.tif,0.0,0
64953,4096,2048,64953_x04096_y02048.png,64953_x04096_y02048.png,64953_x04096_y02048.tif,0.0,0
64953,0,2560,64953_x00000_y02560.png,64953_x00000_y02560.png,64953_x00000_y02560.tif,0.0,0
64953,512,2560,64953_x00512_y02560.png,64953_x00512_y02560.png,64953_x00512_y02560.tif,0.0,0
64953,1024,2560,64953_x01024_y02560.png,64953_x01024_y02560.png,64953_x01024_y02560.tif,0.0,0
64953,1536,2560,64953_x01536_y02560.png,64953_x01536_y02560.png,64953_x01536_y02560.tif,0.0,0
64953,2048,2560,64953_x02048_y02560.png,64953_x02048_y02560.png,64953_x02048_y02560.tif,0.0,0
64953,2560,2560,64953_x02560_y02560.png,64953_x02560_y02560.png,64953_x02560_y02560.tif,0.0,0
64953,3072,2560,64953_x03072_y02560.png,64953_x03072_y02560.png,64953_x03072_y02560.tif,0.0,0
64953,3584,2560,64953_x03584_y02560.png,64953_x03584_y02560.png,64953_x03584_y02560.tif,0.0,0
64953,4096,2560,64953_x04096_y02560.png,64953_x04096_y02560.png,64953_x04096_y02560.tif,0.0,0
64953,0,3072,64953_x00000_y03072.png,64953_x00000_y03072.png,64953_x00000_y03072.tif,0.0,0
64953,512,3072,64953_x00512_y03072.png,64953_x00512_y03072.png,64953_x00512_y03072.tif,0.0,0
64953,1024,3072,64953_x01024_y03072.png,64953_x01024_y03072.png,64953_x01024_y03072.tif,0.0,0
64953,1536,3072,64953_x01536_y03072.png,64953_x01536_y03072.png,64953_x01536_y03072.tif,0.0,0
64953,2048,3072,64953_x02048_y03072.png,64953_x02048_y03072.png,64953_x02048_y03072.tif,0.0,0
64953,2560,3072,64953_x02560_y03072.png,64953_x02560_y03072.png,64953_x02560_y03072.tif,0.0,0
64953,3072,3072,64953_x03072_y03072.png,64953_x03072_y03072.png,64953_x03072_y03072.tif,0.0,0
64953,3584,3072,64953_x03584_y03072.png,64953_x03584_y03072.png,64953_x03584_y03072.tif,0.0,0
64953,4096,3072,64953_x04096_y03072.png,64953_x04096_y03072.png,64953_x04096_y03072.tif,0.0,0
64953,0,3584,64953_x00000_y03584.png,64953_x00000_y03584.png,64953_x00000_y03584.tif,0.0,0
64953,512,3584,64953_x00512_y03584.png,64953_x00512_y03584.png,64953_x00512_y03584.tif,0.021877288818359375,5735
64953,1024,3584,64953_x01024_y03584.png,64953_x01024_y03584.png,64953_x01024_y03584.tif,0.0139617919921875,3660
64953,1536,3584,64953_x01536_y03584.png,64953_x01536_y03584.png,64953_x01536_y03584.tif,0.0,0
64953,2048,3584,64953_x02048_y03584.png,64953_x02048_y03584.png,64953_x02048_y03584.tif,0.0,0
64953,2560,3584,64953_x02560_y03584.png,64953_x02560_y03584.png,64953_x02560_y03584.tif,0.0,0
64953,3072,3584,64953_x03072_y03584.png,64953_x03072_y03584.png,64953_x03072_y03584.tif,0.0,0
64953,3584,3584,64953_x03584_y03584.png,64953_x03584_y03584.png,64953_x03584_y03584.tif,0.0,0
64953,4096,3584,64953_x04096_y03584.png,64953_x04096_y03584.png,64953_x04096_y03584.tif,0.0,0
64953,0,4096,64953_x00000_y04096.png,64953_x00000_y04096.png,64953_x00000_y04096.tif,0.0,0
64953,512,4096,64953_x00512_y04096.png,64953_x00512_y04096.png,64953_x00512_y04096.tif,0.0,0
64953,1024,4096,64953_x01024_y04096.png,64953_x01024_y04096.png,64953_x01024_y04096.tif,0.0,0
64953,1536,4096,64953_x01536_y04096.png,64953_x01536_y04096.png,64953_x01536_y04096.tif,0.0,0
64953,2048,4096,64953_x02048_y04096.png,64953_x02048_y04096.png,64953_x02048_y04096.tif,0.0,0
64953,2560,4096,64953_x02560_y04096.png,64953_x02560_y04096.png,64953_x02560_y04096.tif,0.0,0
64953,3072,4096,64953_x03072_y04096.png,64953_x03072_y04096.png,64953_x03072_y04096.tif,0.0,0
64953,3584,4096,64953_x03584_y04096.png,64953_x03584_y04096.png,64953_x03584_y04096.tif,0.0,0
64953,4096,4096,64953_x04096_y04096.png,64953_x04096_y04096.png,64953_x04096_y04096.tif,0.0,0
54311,0,0,54311_x00000_y00000.png,54311_x00000_y00000.png,54311_x00000_y00000.tif,0.0,0
54311,512,0,54311_x00512_y00000.png,54311_x00512_y00000.png,54311_x00512_y00000.tif,0.0,0
54311,1024,0,54311_x01024_y00000.png,54311_x01024_y00000.png,54311_x01024_y00000.tif,0.0,0
54311,1536,0,54311_x01536_y00000.png,54311_x01536_y00000.png,54311_x01536_y00000.tif,0.0,0
54311,2048,0,54311_x02048_y00000.png,54311_x02048_y00000.png,54311_x02048_y00000.tif,0.0,0
54311,2560,0,54311_x02560_y00000.png,54311_x02560_y00000.png,54311_x02560_y00000.tif,0.0,0
54311,3072,0,54311_x03072_y00000.png,54311_x03072_y00000.png,54311_x03072_y00000.tif,0.0,0
54311,3584,0,54311_x03584_y00000.png,54311_x03584_y00000.png,54311_x03584_y00000.tif,0.0,0
54311,4096,0,54311_x04096_y00000.png,54311_x04096_y00000.png,54311_x04096_y00000.tif,0.0,0
54311,0,512,54311_x00000_y00512.png,54311_x00000_y00512.png,54311_x00000_y00512.tif,0.0,0
54311,512,512,54311_x00512_y00512.png,54311_x00512_y00512.png,54311_x00512_y00512.tif,0.0,0
54311,1024,512,54311_x01024_y00512.png,54311_x01024_y00512.png,54311_x01024_y00512.tif,0.0,0
54311,1536,512,54311_x01536_y00512.png,54311_x01536_y00512.png,54311_x01536_y00512.tif,0.0,0
54311,2048,512,54311_x02048_y00512.png,54311_x02048_y00512.png,54311_x02048_y00512.tif,0.0,0
54311,2560,512,54311_x02560_y00512.png,54311_x02560_y00512.png,54311_x02560_y00512.tif,0.0,0
54311,3072,512,54311_x03072_y00512.png,54311_x03072_y00512.png,54311_x03072_y00512.tif,0.0,0
54311,3584,512,54311_x03584_y00512.png,54311_x03584_y00512.png,54311_x03584_y00512.tif,0.0,0
54311,4096,512,54311_x04096_y00512.png,54311_x04096_y00512.png,54311_x04096_y00512.tif,0.0,0
54311,0,1024,54311_x00000_y01024.png,54311_x00000_y01024.png,54311_x00000_y01024.tif,0.0,0
54311,512,1024,54311_x00512_y01024.png,54311_x00512_y01024.png,54311_x00512_y01024.tif,0.0,0
54311,1024,1024,54311_x01024_y01024.png,54311_x01024_y01024.png,54311_x01024_y01024.tif,0.0,0
54311,1536,1024,54311_x01536_y01024.png,54311_x01536_y01024.png,54311_x01536_y01024.tif,0.0,0
54311,2048,1024,54311_x02048_y01024.png,54311_x02048_y01024.png,54311_x02048_y01024.tif,0.0,0
54311,2560,1024,54311_x02560_y01024.png,54311_x02560_y01024.png,54311_x02560_y01024.tif,0.0,0
54311,3072,1024,54311_x03072_y01024.png,54311_x03072_y01024.png,54311_x03072_y01024.tif,0.0,0
54311,3584,1024,54311_x03584_y01024.png,54311_x03584_y01024.png,54311_x03584_y01024.tif,0.0,0
54311,4096,1024,54311_x04096_y01024.png,54311_x04096_y01024.png,54311_x04096_y01024.tif,0.0,0
54311,0,1536,54311_x00000_y01536.png,54311_x00000_y01536.png,54311_x00000_y01536.tif,0.0,0
54311,512,1536,54311_x00512_y01536.png,54311_x00512_y01536.png,54311_x00512_y01536.tif,0.0,0
54311,1024,1536,54311_x01024_y01536.png,54311_x01024_y01536.png,54311_x01024_y01536.tif,0.0,0
54311,1536,1536,54311_x01536_y01536.png,54311_x01536_y01536.png,54311_x01536_y01536.tif,0.0,0
54311,2048,1536,54311_x02048_y01536.png,54311_x02048_y01536.png,54311_x02048_y01536.tif,0.0,0
54311,2560,1536,54311_x02560_y01536.png,54311_x02560_y01536.png,54311_x02560_y01536.tif,0.0,0
54311,3072,1536,54311_x03072_y01536.png,54311_x03072_y01536.png,54311_x03072_y01536.tif,0.0,0
54311,3584,1536,54311_x03584_y01536.png,54311_x03584_y01536.png,54311_x03584_y01536.tif,0.0,0
54311,4096,1536,54311_x04096_y01536.png,54311_x04096_y01536.png,54311_x04096_y01536.tif,0.0,0
54311,0,2048,54311_x00000_y02048.png,54311_x00000_y02048.png,54311_x00000_y02048.tif,0.0,0
54311,512,2048,54311_x00512_y02048.png,54311_x00512_y02048.png,54311_x00512_y02048.tif,0.0006103515625,160
54311,1024,2048,54311_x01024_y02048.png,54311_x01024_y02048.png,54311_x01024_y02048.tif,0.033611297607421875,8811
54311,1536,2048,54311_x01536_y02048.png,54311_x01536_y02048.png,54311_x01536_y02048.tif,0.0,0
54311,2048,2048,54311_x02048_y02048.png,54311_x02048_y02048.png,54311_x02048_y02048.tif,0.0,0
54311,2560,2048,54311_x02560_y02048.png,54311_x02560_y02048.png,54311_x02560_y02048.tif,0.0,0
54311,3072,2048,54311_x03072_y02048.png,54311_x03072_y02048.png,54311_x03072_y02048.tif,0.0,0
54311,3584,2048,54311_x03584_y02048.png,54311_x03584_y02048.png,54311_x03584_y02048.tif,0.0,0
54311,4096,2048,54311_x04096_y02048.png,54311_x04096_y02048.png,54311_x04096_y02048.tif,0.0,0
54311,0,2560,54311_x00000_y02560.png,54311_x00000_y02560.png,54311_x00000_y02560.tif,0.0,0
54311,512,2560,54311_x00512_y02560.png,54311_x00512_y02560.png,54311_x00512_y02560.tif,0.06400680541992188,16779
54311,1024,2560,54311_x01024_y02560.png,54311_x01024_y02560.png,54311_x01024_y02560.tif,0.4737281799316406,124185
54311,1536,2560,54311_x01536_y02560.png,54311_x01536_y02560.png,54311_x01536_y02560.tif,0.0,0
54311,2048,2560,54311_x02048_y02560.png,54311_x02048_y02560.png,54311_x02048_y02560.tif,0.0,0
54311,2560,2560,54311_x02560_y02560.png,54311_x02560_y02560.png,54311_x02560_y02560.tif,0.0,0
54311,3072,2560,54311_x03072_y02560.png,54311_x03072_y02560.png,54311_x03072_y02560.tif,0.0,0
54311,3584,2560,54311_x03584_y02560.png,54311_x03584_y02560.png,54311_x03584_y02560.tif,0.0,0
54311,4096,2560,54311_x04096_y02560.png,54311_x04096_y02560.png,54311_x04096_y02560.tif,0.0,0
54311,0,3072,54311_x00000_y03072.png,54311_x00000_y03072.png,54311_x00000_y03072.tif,0.0,0
54311,512,3072,54311_x00512_y03072.png,54311_x00512_y03072.png,54311_x00512_y03072.tif,0.0,0
54311,1024,3072,54311_x01024_y03072.png,54311_x01024_y03072.png,54311_x01024_y03072.tif,0.00835418701171875,2190
54311,1536,3072,54311_x01536_y03072.png,54311_x01536_y03072.png,54311_x01536_y03072.tif,0.0,0
54311,2048,3072,54311_x02048_y03072.png,54311_x02048_y03072.png,54311_x02048_y03072.tif,0.0,0
54311,2560,3072,54311_x02560_y03072.png,54311_x02560_y03072.png,54311_x02560_y03072.tif,0.0,0
54311,3072,3072,54311_x03072_y03072.png,54311_x03072_y03072.png,54311_x03072_y03072.tif,0.0,0
54311,3584,3072,54311_x03584_y03072.png,54311_x03584_y03072.png,54311_x03584_y03072.tif,0.0,0
54311,4096,3072,54311_x04096_y03072.png,54311_x04096_y03072.png,54311_x04096_y03072.tif,0.0,0
54311,0,3584,54311_x00000_y03584.png,54311_x00000_y03584.png,54311_x00000_y03584.tif,0.0,0
54311,512,3584,54311_x00512_y03584.png,54311_x00512_y03584.png,54311_x00512_y03584.tif,0.0,0
54311,1024,3584,54311_x01024_y03584.png,54311_x01024_y03584.png,54311_x01024_y03584.tif,0.0,0
54311,1536,3584,54311_x01536_y03584.png,54311_x01536_y03584.png,54311_x01536_y03584.tif,0.0,0
54311,2048,3584,54311_x02048_y03584.png,54311_x02048_y03584.png,54311_x02048_y03584.tif,0.0,0
54311,2560,3584,54311_x02560_y03584.png,54311_x02560_y03584.png,54311_x02560_y03584.tif,0.0,0
54311,3072,3584,54311_x03072_y03584.png,54311_x03072_y03584.png,54311_x03072_y03584.tif,0.0,0
54311,3584,3584,54311_x03584_y03584.png,54311_x03584_y03584.png,54311_x03584_y03584.tif,0.0,0
54311,4096,3584,54311_x04096_y03584.png,54311_x04096_y03584.png,54311_x04096_y03584.tif,0.0,0
54311,0,4096,54311_x00000_y04096.png,54311_x00000_y04096.png,54311_x00000_y04096.tif,0.0,0
54311,512,4096,54311_x00512_y04096.png,54311_x00512_y04096.png,54311_x00512_y04096.tif,0.0,0
54311,1024,4096,54311_x01024_y04096.png,54311_x01024_y04096.png,54311_x01024_y04096.tif,0.0,0
54311,1536,4096,54311_x01536_y04096.png,54311_x01536_y04096.png,54311_x01536_y04096.tif,0.0,0
54311,2048,4096,54311_x02048_y04096.png,54311_x02048_y04096.png,54311_x02048_y04096.tif,0.0,0
54311,2560,4096,54311_x02560_y04096.png,54311_x02560_y04096.png,54311_x02560_y04096.tif,0.0,0
54311,3072,4096,54311_x03072_y04096.png,54311_x03072_y04096.png,54311_x03072_y04096.tif,0.0,0
54311,3584,4096,54311_x03584_y04096.png,54311_x03584_y04096.png,54311_x03584_y04096.tif,0.0,0
54311,4096,4096,54311_x04096_y04096.png,54311_x04096_y04096.png,54311_x04096_y04096.tif,0.0,0
63002,0,0,63002_x00000_y00000.png,63002_x00000_y00000.png,63002_x00000_y00000.tif,0.0,0
63002,512,0,63002_x00512_y00000.png,63002_x00512_y00000.png,63002_x00512_y00000.tif,0.0,0
63002,1024,0,63002_x01024_y00000.png,63002_x01024_y00000.png,63002_x01024_y00000.tif,0.0,0
63002,1536,0,63002_x01536_y00000.png,63002_x01536_y00000.png,63002_x01536_y00000.tif,0.0,0
63002,2048,0,63002_x02048_y00000.png,63002_x02048_y00000.png,63002_x02048_y00000.tif,0.0,0
63002,2560,0,63002_x02560_y00000.png,63002_x02560_y00000.png,63002_x02560_y00000.tif,0.0,0
63002,3072,0,63002_x03072_y00000.png,63002_x03072_y00000.png,63002_x03072_y00000.tif,0.0,0
63002,3584,0,63002_x03584_y00000.png,63002_x03584_y00000.png,63002_x03584_y00000.tif,0.0,0
63002,4096,0,63002_x04096_y00000.png,63002_x04096_y00000.png,63002_x04096_y00000.tif,0.0,0
63002,0,512,63002_x00000_y00512.png,63002_x00000_y00512.png,63002_x00000_y00512.tif,0.0,0
63002,512,512,63002_x00512_y00512.png,63002_x00512_y00512.png,63002_x00512_y00512.tif,0.0,0
63002,1024,512,63002_x01024_y00512.png,63002_x01024_y00512.png,63002_x01024_y00512.tif,0.0,0
63002,1536,512,63002_x01536_y00512.png,63002_x01536_y00512.png,63002_x01536_y00512.tif,0.0,0
63002,2048,512,63002_x02048_y00512.png,63002_x02048_y00512.png,63002_x02048_y00512.tif,0.0,0
63002,2560,512,63002_x02560_y00512.png,63002_x02560_y00512.png,63002_x02560_y00512.tif,0.0,0
63002,3072,512,63002_x03072_y00512.png,63002_x03072_y00512.png,63002_x03072_y00512.tif,0.0,0
63002,3584,512,63002_x03584_y00512.png,63002_x03584_y00512.png,63002_x03584_y00512.tif,0.0,0
63002,4096,512,63002_x04096_y00512.png,63002_x04096_y00512.png,63002_x04096_y00512.tif,0.0,0
63002,0,1024,63002_x00000_y01024.png,63002_x00000_y01024.png,63002_x00000_y01024.tif,0.0,0
63002,512,1024,63002_x00512_y01024.png,63002_x00512_y01024.png,63002_x00512_y01024.tif,0.0,0
63002,1024,1024,63002_x01024_y01024.png,63002_x01024_y01024.png,63002_x01024_y01024.tif,0.0,0
63002,1536,1024,63002_x01536_y01024.png,63002_x01536_y01024.png,63002_x01536_y01024.tif,0.0,0
63002,2048,1024,63002_x02048_y01024.png,63002_x02048_y01024.png,63002_x02048_y01024.tif,0.0,0
63002,2560,1024,63002_x02560_y01024.png,63002_x02560_y01024.png,63002_x02560_y01024.tif,0.0,0
63002,3072,1024,63002_x03072_y01024.png,63002_x03072_y01024.png,63002_x03072_y01024.tif,0.0,0
63002,3584,1024,63002_x03584_y01024.png,63002_x03584_y01024.png,63002_x03584_y01024.tif,0.0,0
63002,4096,1024,63002_x04096_y01024.png,63002_x04096_y01024.png,63002_x04096_y01024.tif,0.0,0
63002,0,1536,63002_x00000_y01536.png,63002_x00000_y01536.png,63002_x00000_y01536.tif,0.0,0
63002,512,1536,63002_x00512_y01536.png,63002_x00512_y01536.png,63002_x00512_y01536.tif,0.0,0
63002,1024,1536,63002_x01024_y01536.png,63002_x01024_y01536.png,63002_x01024_y01536.tif,0.0,0
63002,1536,1536,63002_x01536_y01536.png,63002_x01536_y01536.png,63002_x01536_y01536.tif,0.0,0
63002,2048,1536,63002_x02048_y01536.png,63002_x02048_y01536.png,63002_x02048_y01536.tif,0.0,0
63002,2560,1536,63002_x02560_y01536.png,63002_x02560_y01536.png,63002_x02560_y01536.tif,0.0,0
63002,3072,1536,63002_x03072_y01536.png,63002_x03072_y01536.png,63002_x03072_y01536.tif,0.0,0
63002,3584,1536,63002_x03584_y01536.png,63002_x03584_y01536.png,63002_x03584_y01536.tif,0.0,0
63002,4096,1536,63002_x04096_y01536.png,63002_x04096_y01536.png,63002_x04096_y01536.tif,0.0,0
63002,0,2048,63002_x00000_y02048.png,63002_x00000_y02048.png,63002_x00000_y02048.tif,0.0,0
63002,512,2048,63002_x00512_y02048.png,63002_x00512_y02048.png,63002_x00512_y02048.tif,0.0,0
63002,1024,2048,63002_x01024_y02048.png,63002_x01024_y02048.png,63002_x01024_y02048.tif,0.0,0
63002,1536,2048,63002_x01536_y02048.png,63002_x01536_y02048.png,63002_x01536_y02048.tif,0.0,0
63002,2048,2048,63002_x02048_y02048.png,63002_x02048_y02048.png,63002_x02048_y02048.tif,0.0,0
63002,2560,2048,63002_x02560_y02048.png,63002_x02560_y02048.png,63002_x02560_y02048.tif,0.0,0
63002,3072,2048,63002_x03072_y02048.png,63002_x03072_y02048.png,63002_x03072_y02048.tif,0.0,0
63002,3584,2048,63002_x03584_y02048.png,63002_x03584_y02048.png,63002_x03584_y02048.tif,0.0,0
63002,4096,2048,63002_x04096_y02048.png,63002_x04096_y02048.png,63002_x04096_y02048.tif,0.01085662841796875,2846
63002,0,2560,63002_x00000_y02560.png,63002_x00000_y02560.png,63002_x00000_y02560.tif,0.0,0
63002,512,2560,63002_x00512_y02560.png,63002_x00512_y02560.png,63002_x00512_y02560.tif,0.0,0
63002,1024,2560,63002_x01024_y02560.png,63002_x01024_y02560.png,63002_x01024_y02560.tif,0.0,0
63002,1536,2560,63002_x01536_y02560.png,63002_x01536_y02560.png,63002_x01536_y02560.tif,0.0,0
63002,2048,2560,63002_x02048_y02560.png,63002_x02048_y02560.png,63002_x02048_y02560.tif,0.0,0
63002,2560,2560,63002_x02560_y02560.png,63002_x02560_y02560.png,63002_x02560_y02560.tif,0.0,0
63002,3072,2560,63002_x03072_y02560.png,63002_x03072_y02560.png,63002_x03072_y02560.tif,0.0,0
63002,3584,2560,63002_x03584_y02560.png,63002_x03584_y02560.png,63002_x03584_y02560.tif,0.0,0
63002,4096,2560,63002_x04096_y02560.png,63002_x04096_y02560.png,63002_x04096_y02560.tif,0.02112579345703125,5538
63002,0,3072,63002_x00000_y03072.png,63002_x00000_y03072.png,63002_x00000_y03072.tif,0.0,0
63002,512,3072,63002_x00512_y03072.png,63002_x00512_y03072.png,63002_x00512_y03072.tif,0.0,0
63002,1024,3072,63002_x01024_y03072.png,63002_x01024_y03072.png,63002_x01024_y03072.tif,0.0,0
63002,1536,3072,63002_x01536_y03072.png,63002_x01536_y03072.png,63002_x01536_y03072.tif,0.0,0
63002,2048,3072,63002_x02048_y03072.png,63002_x02048_y03072.png,63002_x02048_y03072.tif,0.0,0
63002,2560,3072,63002_x02560_y03072.png,63002_x02560_y03072.png,63002_x02560_y03072.tif,0.0,0
63002,3072,3072,63002_x03072_y03072.png,63002_x03072_y03072.png,63002_x03072_y03072.tif,0.0,0
63002,3584,3072,63002_x03584_y03072.png,63002_x03584_y03072.png,63002_x03584_y03072.tif,0.0,0
63002,4096,3072,63002_x04096_y03072.png,63002_x04096_y03072.png,63002_x04096_y03072.tif,0.0,0
63002,0,3584,63002_x00000_y03584.png,63002_x00000_y03584.png,63002_x00000_y03584.tif,0.0,0
63002,512,3584,63002_x00512_y03584.png,63002_x00512_y03584.png,63002_x00512_y03584.tif,0.0,0
63002,1024,3584,63002_x01024_y03584.png,63002_x01024_y03584.png,63002_x01024_y03584.tif,0.0,0
63002,1536,3584,63002_x01536_y03584.png,63002_x01536_y03584.png,63002_x01536_y03584.tif,0.0,0
63002,2048,3584,63002_x02048_y03584.png,63002_x02048_y03584.png,63002_x02048_y03584.tif,0.0,0
63002,2560,3584,63002_x02560_y03584.png,63002_x02560_y03584.png,63002_x02560_y03584.tif,0.0,0
63002,3072,3584,63002_x03072_y03584.png,63002_x03072_y03584.png,63002_x03072_y03584.tif,0.0,0
63002,3584,3584,63002_x03584_y03584.png,63002_x03584_y03584.png,63002_x03584_y03584.tif,0.0,0
63002,4096,3584,63002_x04096_y03584.png,63002_x04096_y03584.png,63002_x04096_y03584.tif,0.0,0
63002,0,4096,63002_x00000_y04096.png,63002_x00000_y04096.png,63002_x00000_y04096.tif,0.0,0
63002,512,4096,63002_x00512_y04096.png,63002_x00512_y04096.png,63002_x00512_y04096.tif,0.0,0
63002,1024,4096,63002_x01024_y04096.png,63002_x01024_y04096.png,63002_x01024_y04096.tif,0.0,0
63002,1536,4096,63002_x01536_y04096.png,63002_x01536_y04096.png,63002_x01536_y04096.tif,0.0,0
63002,2048,4096,63002_x02048_y04096.png,63002_x02048_y04096.png,63002_x02048_y04096.tif,0.0,0
63002,2560,4096,63002_x02560_y04096.png,63002_x02560_y04096.png,63002_x02560_y04096.tif,0.0,0
63002,3072,4096,63002_x03072_y04096.png,63002_x03072_y04096.png,63002_x03072_y04096.tif,0.0,0
63002,3584,4096,63002_x03584_y04096.png,63002_x03584_y04096.png,63002_x03584_y04096.tif,0.0,0
63002,4096,4096,63002_x04096_y04096.png,63002_x04096_y04096.png,63002_x04096_y04096.tif,0.0,0
64744,0,0,64744_x00000_y00000.png,64744_x00000_y00000.png,64744_x00000_y00000.tif,0.0,0
64744,512,0,64744_x00512_y00000.png,64744_x00512_y00000.png,64744_x00512_y00000.tif,0.0,0
64744,1024,0,64744_x01024_y00000.png,64744_x01024_y00000.png,64744_x01024_y00000.tif,0.0,0
64744,1536,0,64744_x01536_y00000.png,64744_x01536_y00000.png,64744_x01536_y00000.tif,0.0,0
64744,2048,0,64744_x02048_y00000.png,64744_x02048_y00000.png,64744_x02048_y00000.tif,0.0,0
64744,2560,0,64744_x02560_y00000.png,64744_x02560_y00000.png,64744_x02560_y00000.tif,0.0,0
64744,3072,0,64744_x03072_y00000.png,64744_x03072_y00000.png,64744_x03072_y00000.tif,0.0,0
64744,3584,0,64744_x03584_y00000.png,64744_x03584_y00000.png,64744_x03584_y00000.tif,0.0,0
64744,4096,0,64744_x04096_y00000.png,64744_x04096_y00000.png,64744_x04096_y00000.tif,0.0,0
64744,0,512,64744_x00000_y00512.png,64744_x00000_y00512.png,64744_x00000_y00512.tif,0.0,0
64744,512,512,64744_x00512_y00512.png,64744_x00512_y00512.png,64744_x00512_y00512.tif,0.0,0
